total_points,minutes,goals_scored,assists,clean_sheets,influence,creativity,threat,ict_index,bonus,bps,value_season,yellow_cards,red_cards,saves,penalties_missed,own_goals,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,goal_contrib,goals_per90,assists_per90,contrib_per90,points_per90,points_per_minute,points_per_million,position_Forward,position_Goalkeeper,position_Manager,position_Midfielder,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Ipswich,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
48,2165,0,0,1,294.2,261.8,47.0,60.4,0,327,10.9,8,0,0,0,0,52,0.29,0.94,1.23,46.48,0,0.0,0.0,0.0,1.995381062355658,0.022170900692840646,4.4036697247706424,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,129,0,0,0,33.8,30.4,6.0,7.0,0,29,0.9,0,0,0,0,0,5,0.0,0.19,0.19,5.28,0,0.0,0.0,0.0,2.7906976744186047,0.031007751937984496,4.444444444444445,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39,1712,1,0,2,378.8,33.0,62.0,47.5,3,144,9.8,3,0,0,0,0,42,0.52,0.48,1.0,38.75,1,0.052570093457943924,0.0,0.052570093457943924,2.050233644859813,0.0227803738317757,3.9795918367346936,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,717,1,0,1,86.0,41.7,148.0,27.0,2,108,7.1,0,0,0,0,0,16,1.25,0.06,1.31,17.37,1,0.12552301255230125,0.0,0.12552301255230125,4.2677824267782425,0.04741980474198047,4.788732394366197,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,734,1,4,1,102.2,84.4,72.0,26.0,2,145,9.2,2,0,0,0,0,17,0.79,0.14,0.93,14.61,5,0.1226158038147139,0.4904632152588556,0.6130790190735695,5.885558583106268,0.0653950953678474,5.217391304347826,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
55,2812,1,0,3,678.0,68.5,121.0,86.9,2,241,14.5,4,0,0,0,0,63,1.52,0.4,1.92,58.54,1,0.032005689900426744,0.0,0.032005689900426744,1.7603129445234709,0.019559032716927455,3.793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,0,0,0.0,0.0,0.0,0.0,0,3,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,90.0,1.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
63,2385,0,0,1,827.0,0.2,0.0,82.8,1,231,14.3,1,0,103,0,0,58,0.0,0.02,0.02,55.09,0,0.0,0.0,0.0,2.3773584905660377,0.026415094339622643,4.405594405594405,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
70,2912,2,2,3,615.2,258.5,202.0,107.8,6,218,17.1,6,0,0,0,0,68,1.47,0.8,2.27,63.68,4,0.061813186813186816,0.061813186813186816,0.12362637362637363,2.1634615384615383,0.02403846153846154,4.093567251461988,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,2481,0,1,1,519.4,358.6,40.0,91.6,0,153,7.7,1,0,0,0,1,62,0.13,1.74,1.87,54.38,1,0.0,0.036275695284159616,0.036275695284159616,1.2333736396614268,0.013704151551793631,4.415584415584416,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
72,1606,4,1,1,339.2,375.3,302.0,101.5,5,270,14.4,2,0,0,0,0,38,1.85,3.25,5.1,36.71,5,0.224159402241594,0.0560398505603985,0.28019925280199254,4.0348692403486925,0.0448318804483188,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,846,1,1,3,147.2,132.5,184.0,46.3,0,125,7.4,3,0,0,0,0,16,0.99,0.63,1.62,20.07,2,0.10638297872340426,0.10638297872340426,0.2127659574468085,3.723404255319149,0.041371158392434985,4.72972972972973,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
64,2325,0,5,3,546.4,302.2,280.0,112.8,1,375,13.1,8,0,0,0,1,48,2.12,1.53,3.65,49.32,5,0.0,0.19354838709677422,0.19354838709677422,2.47741935483871,0.027526881720430108,4.885496183206107,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,1122,1,0,1,318.6,15.2,73.0,40.7,1,106,6.8,4,0,0,0,0,26,0.62,0.17,0.79,27.72,1,0.08021390374331551,0.0,0.08021390374331551,2.1657754010695185,0.02406417112299465,3.9705882352941178,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10,382,0,0,0,67.8,18.7,19.0,10.5,0,46,2.4,1,0,0,0,0,8,0.09,0.07,0.16,7.12,0,0.0,0.0,0.0,2.356020942408377,0.02617801047120419,4.166666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25,900,0,0,2,228.4,0.0,0.0,22.8,0,104,6.2,1,0,28,0,0,16,0.0,0.0,0.0,14.83,0,0.0,0.0,0.0,2.5,0.027777777777777776,4.032258064516129,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,1109,0,0,3,226.4,144.5,34.0,40.4,0,144,6.9,3,0,0,0,0,23,0.36,0.49,0.85,25.08,0,0.0,0.0,0.0,2.1911632100991882,0.024346257889990983,3.913043478260869,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
128,2825,9,5,4,490.8,270.8,742.0,150.0,18,464,23.7,5,0,0,1,0,68,11.23,2.55,13.78,63.1,14,0.2867256637168142,0.1592920353982301,0.44601769911504424,4.07787610619469,0.04530973451327434,5.40084388185654,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
11,1390,0,0,0,321.0,46.6,53.0,42.4,0,86,2.8,5,0,0,0,1,35,0.11,0.08,0.19,25.05,0,0.0,0.0,0.0,0.7122302158273381,0.007913669064748202,3.928571428571429,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,135,0,0,0,35.4,0.0,0.0,3.6,0,-5,0.5,0,0,4,0,0,6,0.0,0.0,0.0,3.35,0,0.0,0.0,0.0,1.3333333333333333,0.014814814814814815,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40,1536,0,2,0,272.8,319.6,37.0,63.2,0,282,9.3,4,0,0,0,0,34,0.23,1.53,1.76,29.48,2,0.0,0.1171875,0.1171875,2.34375,0.026041666666666668,4.301075268817204,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,1118,0,0,3,119.4,146.0,35.0,29.9,0,121,5.7,8,0,0,0,0,26,0.37,0.32,0.69,26.06,0,0.0,0.0,0.0,2.1735241502683365,0.024150268336314847,4.7368421052631575,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,576,0,2,0,147.6,104.3,148.0,40.1,3,125,5.1,0,0,0,0,0,14,0.41,1.42,1.83,11.0,2,0.0,0.3125,0.3125,4.0625,0.04513888888888889,5.098039215686275,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,0,0,0.0,0.3,0.0,0.0,0,3,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,90.0,1.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
83,2179,2,4,3,381.6,634.1,191.0,120.5,6,376,17.3,4,0,0,0,0,54,1.29,2.85,4.14,48.23,6,0.08260670032124827,0.16521340064249654,0.24782010096374482,3.4281780633318033,0.03809086737035337,4.797687861271676,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,107,0,0,0,24.4,3.4,24.0,5.2,0,-4,0.2,1,0,0,0,0,6,0.04,0.04,0.08,2.48,0,0.0,0.0,0.0,0.8411214953271028,0.009345794392523364,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
48,0,0,0,0,0.0,0.0,0.0,0.0,0,0,96.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4320.0,48.0,0.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,105,0,0,0,20.6,12.6,19.0,5.1,0,29,1.6,0,0,0,0,0,3,0.17,0.02,0.19,1.67,0,0.0,0.0,0.0,6.0,0.06666666666666667,4.375,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,0,0,0,2.0,0.2,0.0,0.2,0,3,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.04,0,0.0,0.0,0.0,90.0,1.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,21,0,0,0,3.2,0.2,0.0,0.3,0,13,0.9,0,0,0,0,0,1,0.0,0.0,0.0,0.2,0,0.0,0.0,0.0,17.142857142857142,0.19047619047619047,4.444444444444445,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
112,2508,0,0,10,628.8,13.0,0.0,64.0,9,451,20.4,0,0,78,0,0,29,0.0,0.2,0.2,27.1,0,0.0,0.0,0.0,4.019138755980861,0.044657097288676235,5.490196078431373,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
148,2362,3,7,12,723.8,833.7,268.0,182.4,13,603,20.6,5,0,0,0,0,25,1.81,7.2,9.01,21.67,10,0.11430990685859442,0.266723116003387,0.3810330228619814,5.639288738357324,0.06265876375952582,7.184466019417475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
41,744,0,2,3,156.2,110.5,162.0,42.8,3,160,8.7,4,0,0,0,0,10,0.7,1.43,2.13,12.4,2,0.0,0.24193548387096772,0.24193548387096772,4.959677419354838,0.05510752688172043,4.71264367816092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
66,1113,5,3,2,263.8,151.6,404.0,81.2,6,244,9.4,8,0,0,0,0,21,5.76,0.51,6.27,16.85,8,0.40431266846361186,0.2425876010781671,0.6469002695417789,5.336927223719677,0.05929919137466307,7.0212765957446805,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,1182,6,4,7,300.6,169.5,537.0,99.0,4,225,12.1,2,0,0,0,0,12,7.98,1.09,9.07,11.75,10,0.4568527918781726,0.30456852791878175,0.7614213197969544,6.624365482233503,0.07360406091370558,7.1900826446281,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,359,1,2,0,118.6,145.8,143.0,40.4,3,120,6.3,1,0,0,0,0,6,1.78,0.64,2.42,6.14,3,0.25069637883008355,0.5013927576601671,0.7520891364902507,8.272980501392757,0.09192200557103064,5.238095238095238,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
21,259,0,0,0,57.6,38.2,6.0,10.0,0,82,4.6,0,0,0,0,0,5,0.0,0.09,0.09,4.25,0,0.0,0.0,0.0,7.297297297297297,0.08108108108108109,4.565217391304349,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
127,1921,10,5,5,597.0,517.7,686.0,180.3,22,572,17.6,5,0,0,0,0,25,7.12,3.76,10.87,21.51,15,0.4685059864653826,0.2342529932326913,0.7027589796980739,5.950026028110359,0.06611140031233732,7.21590909090909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14,517,0,0,1,130.4,38.5,58.0,22.8,0,83,3.0,1,0,0,0,0,8,0.33,0.09,0.42,5.38,0,0.0,0.0,0.0,2.4371373307543522,0.027079303675048357,4.666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
92,3160,0,4,14,550.6,473.9,121.0,114.7,1,568,18.4,5,1,0,0,0,35,1.13,3.5,4.63,33.06,4,0.0,0.11392405063291139,0.11392405063291139,2.620253164556962,0.02911392405063291,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
87,1702,3,5,6,397.2,343.7,400.0,113.6,4,396,16.4,1,1,0,0,0,27,4.34,1.46,5.8,23.35,8,0.15863689776733256,0.26439482961222094,0.42303172737955347,4.600470035252644,0.05111633372502938,5.3048780487804885,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
45,900,0,0,4,224.2,0.0,0.0,22.4,1,156,11.5,0,0,27,0,0,12,0.0,0.0,0.0,11.09,0,0.0,0.0,0.0,4.5,0.05,3.9130434782608696,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
106,2561,1,2,11,578.0,161.4,133.0,87.6,4,487,20.0,5,0,0,0,0,28,1.8,0.91,2.71,26.67,3,0.03514252245216712,0.07028504490433424,0.10542756735650137,3.7251073799297147,0.04139008199921906,5.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
183,2393,13,7,15,770.8,748.0,946.0,246.4,21,634,24.4,2,0,0,0,0,21,11.9,4.34,16.24,24.44,20,0.48892603426661096,0.2632678646050982,0.7521938988717092,6.882574174676138,0.07647304638529043,7.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
344,3374,29,18,15,1577.0,1199.2,1985.0,476.0,55,1133,25.3,1,0,0,0,0,40,24.7,8.99,33.69,37.83,47,0.7735625370480143,0.48014226437462953,1.2537048014226437,9.176052163604032,0.1019561351511559,13.596837944664031,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
122,2597,5,6,14,653.4,731.3,357.0,174.1,8,578,19.7,6,0,0,0,0,24,2.89,5.57,8.46,24.21,11,0.1732768579129765,0.20793222949557183,0.38120908740854836,4.227955333076627,0.04697728147862919,6.192893401015229,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9,488,0,0,0,119.4,29.1,15.0,16.5,0,38,2.3,2,0,0,0,1,12,0.1,0.18,0.28,10.38,0,0.0,0.0,0.0,1.6598360655737705,0.018442622950819672,3.91304347826087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
91,2479,0,1,10,395.4,668.7,182.0,124.4,4,397,15.7,3,1,0,0,1,32,1.12,4.27,5.39,26.9,1,0.0,0.03630496167809601,0.03630496167809601,3.3037515127067367,0.03670835014118596,5.796178343949045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
143,2485,6,10,12,589.8,794.8,601.0,198.1,14,605,23.4,6,0,0,0,0,29,6.94,6.06,13.0,26.78,16,0.21730382293762576,0.36217303822937624,0.579476861167002,5.17907444668008,0.05754527162977867,6.111111111111112,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
43,829,0,1,4,202.0,260.7,60.0,52.5,3,217,9.3,2,0,0,0,0,8,0.39,2.32,2.71,9.03,1,0.0,0.10856453558504223,0.10856453558504223,4.668275030156816,0.05186972255729795,4.623655913978494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
143,3330,3,1,14,932.6,206.6,299.0,143.7,8,631,21.3,5,0,0,0,0,38,2.22,0.98,3.2,36.13,4,0.08108108108108109,0.02702702702702703,0.10810810810810811,3.864864864864865,0.042942942942942944,6.713615023474178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,103,0,0,0,9.0,23.5,36.0,6.7,0,16,1.0,0,0,0,0,0,3,0.34,0.15,0.49,2.8,0,0.0,0.0,0.0,6.116504854368932,0.06796116504854369,7.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,11,0,0,0,8.8,0.0,0.0,0.9,0,6,0.2,0,0,1,0,0,0,0.0,0.0,0.0,0.14,0,0.0,0.0,0.0,8.181818181818182,0.09090909090909091,5.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,10,0,0,0,0.0,0.3,0.0,0.0,0,2,0.2,0,0,0,0,0,1,0.0,0.01,0.01,0.45,0,0.0,0.0,0.0,9.0,0.1,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
118,0,0,0,0,0.0,0.0,0.0,0.0,0,0,78.7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10620.0,118.0,1.499364675984752,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
61,2012,0,0,6,339.8,249.8,100.0,68.9,1,307,11.5,3,0,0,0,0,28,1.57,1.3,2.87,29.72,0,0.0,0.0,0.0,2.7286282306163026,0.030318091451292245,5.304347826086956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
25,677,0,0,3,104.6,33.7,20.0,15.9,0,121,4.7,0,0,0,0,0,11,0.22,0.17,0.39,13.44,0,0.0,0.0,0.0,3.323485967503693,0.03692762186115214,5.319148936170213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
110,2667,4,4,10,603.0,800.4,532.0,193.6,13,568,18.0,7,0,0,0,0,36,3.84,4.56,8.4,39.68,8,0.13498312710911137,0.13498312710911137,0.26996625421822273,3.7120359955005626,0.0412448443944507,6.111111111111111,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,14,0,0,0,4.4,12.6,0.0,1.6,0,13,0.6,0,0,0,0,0,1,0.0,0.02,0.02,0.47,0,0.0,0.0,0.0,19.285714285714285,0.21428571428571427,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
114,1694,4,9,10,466.6,920.0,411.0,179.5,12,462,12.0,2,0,0,0,0,19,5.17,6.75,11.92,21.47,13,0.21251475796930341,0.4781582054309327,0.6906729634002361,6.0566706021251475,0.06729634002361275,9.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
88,1506,3,6,8,453.8,515.9,528.0,150.0,3,425,14.2,1,0,0,0,0,14,1.32,3.81,5.13,15.18,9,0.1792828685258964,0.3585657370517928,0.5378486055776892,5.258964143426295,0.05843293492695883,6.19718309859155,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
111,2320,0,4,10,567.0,43.0,0.0,60.9,9,400,20.9,4,0,54,0,0,26,0.0,0.16,0.16,29.5,4,0.0,0.15517241379310345,0.15517241379310345,4.306034482758621,0.047844827586206895,5.311004784688995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105,1771,7,3,6,448.0,749.0,449.0,164.2,10,454,11.5,2,0,0,0,0,24,5.17,5.33,10.49,29.11,10,0.3557312252964427,0.15245623941276115,0.5081874647092038,5.335968379446641,0.05928853754940711,9.130434782608695,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38,710,1,1,2,157.2,321.4,234.0,71.3,4,187,5.9,3,0,0,0,0,10,1.13,1.67,2.8,11.33,2,0.1267605633802817,0.1267605633802817,0.2535211267605634,4.816901408450704,0.05352112676056338,6.440677966101695,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,3278,5,0,13,847.0,501.7,497.0,185.0,15,623,23.5,2,0,0,0,0,41,4.6,2.92,7.52,44.27,5,0.13727882855399634,0.0,0.13727882855399634,4.200732153752288,0.046674801708358755,6.51063829787234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
181,2736,22,3,10,946.0,359.4,1511.0,281.8,26,795,12.1,2,0,0,1,0,38,21.9,2.04,23.94,41.27,25,0.7236842105263158,0.09868421052631579,0.8223684210526316,5.953947368421053,0.06615497076023392,14.958677685950414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109,2194,6,3,10,606.4,579.3,204.0,139.1,13,542,20.2,5,1,0,0,0,29,1.91,3.21,5.11,31.5,9,0.24612579762989975,0.12306289881494988,0.3691886964448496,4.4712853236098455,0.04968094804010939,5.396039603960396,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
66,1888,1,2,5,293.8,218.6,139.0,65.0,1,285,15.3,3,1,0,0,0,27,1.32,1.01,2.33,27.6,3,0.04766949152542373,0.09533898305084745,0.1430084745762712,3.1461864406779663,0.034957627118644065,4.313725490196078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
81,1670,1,7,9,370.4,422.4,206.0,99.9,6,373,16.5,4,0,0,0,0,19,1.11,3.32,4.43,24.87,8,0.05389221556886227,0.3772455089820359,0.43113772455089816,4.365269461077844,0.048502994011976046,4.909090909090909,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
31,340,3,0,0,113.0,64.6,136.0,30.7,0,102,6.7,1,0,0,0,0,6,2.8,0.8,3.6,5.25,3,0.7941176470588236,0.0,0.7941176470588236,8.205882352941178,0.09117647058823529,4.626865671641791,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
