total_points,minutes,goals_scored,assists,clean_sheets,influence,creativity,threat,ict_index,bonus,bps,value_season,yellow_cards,red_cards,saves,penalties_missed,own_goals,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,goal_contrib,goals_per90,assists_per90,contrib_per90,points_per90,points_per_minute,points_per_million,position_Forward,position_Goalkeeper,position_Manager,position_Midfielder,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Ipswich,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,600,3,2,2,154.4,119.5,255.0,52.6,6,152,6.5,4,0,0,0,0,5,3.05,0.52,3.57,5.82,5,0.44999999999999996,0.3,0.75,6.3,0.07,6.461538461538462,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2363,3,2,10,584.6,208.8,287.0,108.2,9,459,19.2,4,0,0,0,0,22,2.7,1.21,3.91,23.09,5,0.11426153195090985,0.0761743546339399,0.19043588658484975,4.456199746085485,0.04951333051206094,6.09375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,1872,9,3,7,467.6,269.0,711.0,144.8,14,343,12.6,5,0,0,0,0,20,9.53,1.65,11.18,19.32,12,0.43269230769230765,0.14423076923076922,0.5769230769230769,4.663461538461538,0.05181623931623932,7.698412698412699,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,2415,1,3,11,393.0,296.8,254.0,94.2,9,426,20.7,7,0,0,0,0,21,1.23,1.3,2.53,21.09,4,0.037267080745341616,0.11180124223602485,0.14906832298136646,4.248447204968945,0.04720496894409938,5.507246376811595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,701,0,0,2,44.8,88.8,8.0,14.2,0,112,4.3,5,0,0,0,0,7,0.06,0.59,0.65,6.05,0,0.0,0.0,0.0,2.5677603423680457,0.028530670470756064,4.651162790697675,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,1117,1,0,3,267.2,91.3,32.0,39.2,2,178,8.8,1,0,0,0,0,15,0.17,0.29,0.46,14.71,1,0.08057296329453895,0.0,0.08057296329453895,3.4646374216651745,0.03849597135183527,4.886363636363636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2284,8,4,10,559.8,587.8,912.0,206.1,6,422,19.2,1,0,0,0,0,25,7.13,4.46,11.59,26.22,12,0.3152364273204904,0.1576182136602452,0.4728546409807356,4.925569176882663,0.05472854640980736,6.510416666666667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,882,4,2,4,293.2,282.8,255.0,83.0,4,251,15.3,1,0,0,0,0,4,1.19,1.78,2.97,5.38,6,0.4081632653061224,0.2040816326530612,0.6122448979591836,6.73469387755102,0.07482993197278912,4.313725490196078,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,2321,3,9,11,524.6,968.7,493.0,198.8,11,529,14.1,4,0,0,0,0,21,4.85,6.68,11.53,22.16,12,0.11632916846186989,0.3489875053856097,0.46531667384747954,4.498061180525636,0.04997845756139595,8.22695035460993,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,3420,0,0,13,755.4,10.7,0.0,76.7,10,555,25.4,3,0,86,0,0,34,0.0,0.03,0.03,35.03,0,0.0,0.0,0.0,3.736842105263158,0.04152046783625731,5.590551181102363,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,2823,4,7,11,733.0,959.6,399.0,208.8,17,627,20.2,5,1,0,0,0,29,3.51,5.64,9.14,27.13,11,0.1275239107332625,0.22316684378320936,0.35069075451647186,4.048884165781084,0.044987601842012045,6.287128712871287,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,1724,6,11,7,606.0,842.8,830.0,227.9,18,508,12.2,3,0,0,0,0,21,6.87,7.78,14.65,17.72,17,0.3132250580046404,0.574245939675174,0.8874709976798144,6.629930394431555,0.07366589327146171,10.40983606557377,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,3039,2,0,12,672.6,150.1,116.0,94.2,14,564,20.3,2,1,0,0,0,29,2.42,1.28,3.7,30.32,2,0.059230009871668314,0.0,0.059230009871668314,3.8499506416584404,0.04277722935176045,6.403940886699507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2793,4,3,9,626.6,377.9,223.0,123.2,8,567,22.0,4,0,0,0,0,30,2.27,2.64,4.91,30.83,7,0.12889366272824918,0.09667024704618689,0.22556390977443608,3.480128893662728,0.03866809881847476,4.909090909090909,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,250,1,0,1,91.8,109.1,48.0,25.0,2,99,6.3,0,0,0,0,0,1,0.38,0.54,0.92,2.69,1,0.36,0.0,0.36,9.72,0.108,4.285714285714286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,6,0,0,0,0.4,0.3,9.0,1.0,0,2,0.2,0,0,0,0,0,0,0.18,0.0,0.18,0.04,0,0.0,0.0,0.0,15.0,0.16666666666666666,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,2546,8,8,11,609.0,617.6,798.0,202.1,18,561,22.7,2,1,0,0,0,27,6.74,4.12,10.86,24.76,16,0.2827965435978005,0.2827965435978005,0.565593087195601,5.373134328358209,0.05970149253731343,6.696035242290749,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,1195,0,2,5,247.6,162.6,100.0,51.0,0,211,8.1,2,0,0,0,0,13,0.46,1.3,1.76,16.88,2,0.0,0.1506276150627615,0.1506276150627615,3.7656903765690375,0.04184100418410042,6.172839506172839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,518,0,1,4,83.4,92.8,66.0,24.1,2,141,8.3,1,0,0,0,0,1,0.65,0.52,1.17,3.21,1,0.0,0.17374517374517376,0.17374517374517376,6.94980694980695,0.07722007722007722,4.8192771084337345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,180,0,0,0,77.8,0.0,0.0,7.8,0,30,1.7,0,0,11,0,0,2,0.0,0.0,0.0,2.91,0,0.0,0.0,0.0,3.5,0.03888888888888889,4.11764705882353,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,490,0,2,1,67.2,125.5,122.0,31.3,0,64,3.9,1,0,0,0,0,4,1.43,0.48,1.91,4.33,2,0.0,0.36734693877551017,0.36734693877551017,4.775510204081632,0.053061224489795916,6.666666666666667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,978,2,1,1,252.6,118.2,176.0,54.6,1,142,6.7,4,0,0,0,0,12,0.86,0.69,1.55,10.28,3,0.18404907975460122,0.09202453987730061,0.2760736196319018,3.5889570552147236,0.03987730061349693,5.820895522388059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,1362,1,0,5,176.0,170.7,57.0,40.0,0,237,8.2,3,2,0,0,0,16,0.16,0.51,0.67,16.65,1,0.06607929515418502,0.0,0.06607929515418502,2.444933920704846,0.027165932452276064,4.51219512195122,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,1575,7,2,4,456.8,265.8,511.0,123.3,8,326,15.3,2,1,0,0,0,17,5.75,1.18,6.93,15.71,9,0.4,0.11428571428571428,0.5142857142857142,5.257142857142857,0.058412698412698416,6.0130718954248366,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,6,0,0,0,3.0,0.0,17.0,2.0,0,5,0.2,0,0,0,0,0,0,0.07,0.0,0.07,0.04,0,0.0,0.0,0.0,15.0,0.16666666666666666,5.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,0,0,0,0,0.0,0.0,0.0,0.0,0,0,69.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9360.0,104.0,1.5007215007215007,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,1132,1,2,2,146.4,235.8,325.0,70.3,2,174,7.6,3,0,0,0,0,19,1.73,2.92,4.65,13.91,3,0.07950530035335689,0.15901060070671377,0.23851590106007067,3.7367491166077738,0.04151943462897526,6.184210526315789,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,567,3,1,1,215.4,128.1,206.0,54.8,5,166,8.5,3,0,0,0,0,10,1.79,0.43,2.22,6.32,4,0.4761904761904762,0.15873015873015872,0.6349206349206349,6.984126984126984,0.07760141093474426,5.176470588235294,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,89,0,0,0,16.4,23.2,16.0,5.2,0,37,2.2,1,0,0,0,0,2,0.65,0.03,0.68,2.27,0,0.0,0.0,0.0,11.123595505617978,0.12359550561797752,5.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2069,1,1,7,359.2,181.0,171.0,71.3,2,286,17.3,7,0,0,0,0,22,0.48,1.23,1.71,28.64,2,0.04349927501208314,0.04349927501208314,0.08699855002416627,3.3059449009183184,0.03673272112131464,4.393063583815029,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,828,0,0,2,150.6,9.2,54.0,21.5,1,69,4.7,1,0,0,0,0,15,0.64,0.08,0.72,11.88,0,0.0,0.0,0.0,2.2826086956521743,0.025362318840579712,4.468085106382978,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,2348,0,5,6,512.6,583.9,112.0,120.7,7,383,20.2,4,0,0,0,0,36,0.8,3.97,4.77,34.94,5,0.0,0.19165247018739354,0.19165247018739354,3.4114139693356047,0.0379045996592845,4.405940594059406,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,622,7,0,2,273.8,68.9,334.0,67.5,9,222,9.3,3,1,0,0,0,14,5.11,0.24,5.35,9.94,7,1.012861736334405,0.0,1.012861736334405,7.668810289389067,0.08520900321543408,5.698924731182795,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,1720,1,0,6,326.6,191.0,83.0,60.2,3,296,11.4,2,0,0,0,0,22,0.82,0.83,1.65,23.03,1,0.05232558139534884,0.0,0.05232558139534884,2.9825581395348837,0.03313953488372093,5.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,2936,2,0,8,532.8,123.9,166.0,82.4,10,448,22.9,1,0,0,0,0,45,1.29,0.61,1.9,43.82,2,0.06130790190735695,0.0,0.06130790190735695,3.157356948228883,0.03508174386920981,4.497816593886463,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,1125,1,2,3,252.0,293.4,197.0,74.3,0,204,12.7,2,0,0,0,0,16,0.87,2.43,3.3,17.31,3,0.08,0.16,0.24,4.56,0.050666666666666665,4.488188976377953,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,3195,0,0,8,839.6,20.0,0.0,86.0,6,457,22.2,5,1,100,0,0,47,0.0,0.02,0.02,44.99,0,0.0,0.0,0.0,3.1267605633802815,0.03474178403755868,5.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,2217,1,4,8,277.2,500.6,263.0,103.7,1,360,15.0,7,0,0,0,0,34,3.1,2.7,5.8,35.03,5,0.04059539918809202,0.16238159675236807,0.2029769959404601,3.1664411366711773,0.035182679296346414,5.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,1119,0,1,4,220.4,49.2,74.0,34.6,5,207,10.7,1,0,0,0,0,11,0.88,0.23,1.11,13.2,1,0.0,0.08042895442359249,0.08042895442359249,3.780160857908847,0.0420017873100983,4.392523364485982,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,121,0,0,0,22.8,7.2,0.0,3.0,0,11,1.3,0,0,0,0,0,4,0.0,0.02,0.02,2.23,0,0.0,0.0,0.0,3.7190082644628095,0.04132231404958678,3.846153846153846,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,225,0,0,1,59.2,0.0,0.0,5.9,0,23,2.0,0,0,8,0,0,6,0.0,0.0,0.0,5.5,0,0.0,0.0,0.0,3.6,0.04,4.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,2019,0,0,5,350.6,84.5,102.0,54.0,3,254,13.1,2,0,0,0,0,33,0.51,0.43,0.94,29.69,0,0.0,0.0,0.0,2.4517087667161963,0.027241208519068846,4.198473282442748,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,1616,1,4,5,235.4,307.9,245.0,78.7,3,265,12.2,2,1,0,0,0,26,1.59,2.18,3.77,23.99,5,0.055693069306930694,0.22277227722772278,0.2784653465346535,3.6757425742574257,0.04084158415841584,5.409836065573771,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,3115,8,11,10,731.6,722.7,689.0,214.3,15,534,27.8,10,0,0,0,0,40,6.49,5.24,11.73,43.7,19,0.23113964686998392,0.3178170144462279,0.5489566613162118,4.651685393258426,0.051685393258426963,5.79136690647482,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,3025,3,7,7,799.6,963.1,333.0,209.6,15,686,22.0,4,0,0,1,0,46,3.31,5.83,9.14,43.87,10,0.08925619834710743,0.20826446280991734,0.29752066115702475,3.5999999999999996,0.04,5.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,2593,16,8,10,766.0,345.2,1148.0,223.8,32,631,20.2,2,0,0,0,0,40,15.12,2.07,17.19,38.62,24,0.5553413035094485,0.2776706517547243,0.8330119552641728,6.455842653297339,0.0717315850366371,9.207920792079209,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,851,1,0,3,169.6,75.6,51.0,29.7,0,133,7.9,3,0,0,0,0,12,0.37,0.37,0.74,16.7,1,0.10575793184488837,0.0,0.10575793184488837,3.490011750881316,0.038777908343125736,4.177215189873418,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,1613,3,0,6,358.0,194.8,215.0,77.0,5,324,13.5,4,0,0,0,0,23,2.12,0.84,2.96,23.66,3,0.16738995660260386,0.0,0.16738995660260386,3.6267823930564167,0.040297582145071294,4.814814814814815,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,1414,6,4,7,398.4,451.1,369.0,122.1,9,333,14.4,2,0,0,0,0,15,4.67,3.43,8.1,21.68,10,0.3818953323903819,0.2545968882602546,0.6364922206506365,6.046676096181047,0.06718528995756719,6.597222222222222,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,473,0,0,0,84.8,33.3,15.0,13.3,0,22,1.5,2,0,0,0,0,11,0.04,0.13,0.17,9.28,0,0.0,0.0,0.0,1.1416490486257929,0.012684989429175475,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,296,3,0,0,138.2,42.7,208.0,38.5,3,112,6.4,0,0,0,0,0,6,2.15,0.15,2.3,4.77,3,0.9121621621621622,0.0,0.9121621621621622,10.337837837837839,0.11486486486486487,5.3125,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,316,0,0,0,45.6,68.4,7.0,12.0,0,26,1.8,0,0,0,0,0,5,0.04,0.49,0.53,6.49,0,0.0,0.0,0.0,2.278481012658228,0.02531645569620253,4.444444444444445,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,0,0,0,0,0.0,0.0,0.0,0.0,0,0,131.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9450.0,105.0,0.8003048780487806,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,740,3,2,3,200.6,232.5,242.0,67.2,6,158,7.3,2,0,0,2,0,8,4.43,1.16,5.59,11.11,5,0.3648648648648649,0.24324324324324326,0.6081081081081081,5.351351351351352,0.05945945945945946,6.027397260273973,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,84,0,0,1,13.2,3.2,0.0,1.7,0,31,1.9,0,0,0,0,0,0,0.0,0.01,0.01,0.28,0,0.0,0.0,0.0,8.571428571428571,0.09523809523809523,4.2105263157894735,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,1959,0,3,6,411.8,261.2,83.0,75.9,1,315,11.8,7,0,0,0,0,30,1.33,0.76,2.09,29.26,3,0.0,0.13782542113323124,0.13782542113323124,2.664624808575804,0.029606942317508933,4.915254237288135,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,941,2,1,3,193.6,316.7,300.0,80.4,2,204,10.6,3,0,0,0,0,12,2.58,2.02,4.6,15.03,3,0.19128586609989373,0.09564293304994687,0.2869287991498406,4.973432518597237,0.05526036131774708,4.90566037735849,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2114,2,3,8,514.0,576.8,303.0,139.6,5,435,15.8,9,0,0,0,0,28,2.14,2.9,5.04,30.17,5,0.08514664143803218,0.12771996215704826,0.21286660359508044,3.2355723746452227,0.03595080416272469,4.810126582278481,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,2976,1,4,5,607.0,727.1,114.0,144.9,3,500,16.4,8,1,0,0,0,44,0.94,3.76,4.7,45.25,5,0.030241935483870965,0.12096774193548386,0.15120967741935482,2.479838709677419,0.027553763440860215,5.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,330,2,1,2,104.0,56.1,207.0,35.9,4,97,5.9,2,0,0,0,0,3,2.73,0.26,2.99,6.38,3,0.5454545454545455,0.27272727272727276,0.8181818181818182,8.727272727272728,0.09696969696969697,5.423728813559322,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,443,0,1,1,97.0,38.4,29.0,16.6,0,55,4.4,1,0,0,0,0,9,0.29,0.25,0.54,8.54,1,0.0,0.20316027088036115,0.20316027088036115,3.4537246049661396,0.03837471783295711,3.8636363636363633,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,105,1,0,0,58.2,39.1,70.0,16.6,1,67,4.4,1,0,0,0,0,2,1.05,0.12,1.17,2.05,1,0.8571428571428571,0.0,0.8571428571428571,17.142857142857142,0.19047619047619047,4.545454545454545,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
